name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
Sarzana / Luni,IT,SP,16125,LIQW,44.0833,9.9833,9.0,Europe/Rome,1973-11-09,2025-04-23,,,,,6721235.772946181
Ile Rousse,FR,H,07753,,42.6333,8.9167,120.0,Europe/Paris,1988-10-01,2025-03-27,2004-10-20,2022-03-29,2007-01-01,2021-01-01,6722969.6808594465
Ventspils,LV,VSL,26314,UMRW,57.4,21.5333,3.0,Europe/Riga,1948-01-01,2023-03-14,1881-01-01,2008-12-31,1881-01-01,2003-01-01,6724953.883935292
Hel,PL,PM,12135,,54.6,18.8167,1.0,Europe/Warsaw,1955-07-01,2025-03-28,1999-03-16,2022-03-30,2005-01-01,2021-01-01,6726482.263106335
Poznan,PL,WP,12330,EPPO,52.4167,16.8333,86.0,Europe/Warsaw,1931-01-02,2025-04-23,1940-01-01,2025-04-09,1940-01-01,2022-01-01,6726633.508954683
Passo Rolle,IT,TT,16021,LIVR,46.3,11.7833,2004.0,Europe/Rome,1973-01-01,2025-04-23,2021-12-03,2022-04-18,,,6727605.835221988
Garanhuns,BR,PE,82893,,-8.8833,-36.5167,823.0,America/Maceio,1931-01-04,2023-10-15,1920-06-01,2013-07-11,1920-01-01,1970-01-01,6727950.642877157
Salzburg,AT,SZ,11150,LOWS,47.8,13.0,430.0,Europe/Vienna,1938-06-01,2025-04-23,1874-01-01,2025-03-10,1874-01-01,2022-01-01,6729449.833273951
Djelfa,DZ,DJE,60535,DAFI,34.6833,3.25,1144.0,Africa/Algiers,1949-01-08,2025-04-10,1973-01-01,2025-04-12,1973-01-01,2021-01-01,6730886.471995578
Lahti,FI,,02965,,60.9667,25.6333,83.0,Europe/Helsinki,1973-01-01,2025-03-16,2005-07-30,2019-05-13,2011-01-01,2019-01-01,6732639.063281734
Dobbiaco,IT,TT,16033,LIVD,46.7333,12.2167,1222.0,Europe/Rome,1973-01-01,2025-04-23,1973-01-01,2025-04-10,1974-01-01,2021-01-01,6733837.252968456
Cap Corse,FR,HC,07785,,43.0,9.3667,108.0,Europe/Paris,1936-06-15,2025-01-07,2004-03-24,2022-03-29,2006-01-01,2021-01-01,6735489.9290794805
Helsinki-Vantaa,FI,,02974,EFHK,60.3167,24.9667,51.0,Europe/Helsinki,1952-01-01,2025-04-23,1952-01-01,2025-04-07,1949-01-01,2022-01-01,6737386.511311435
Zell Am See Airport,AT,SZ,11143,LOWZ,47.3,12.7833,753.0,Europe/Vienna,1966-10-03,2025-03-18,1997-07-05,2019-12-15,2016-01-01,2017-01-01,6741587.177041408
Jelenia Gora,PL,DO,12500,EPJG,50.9,15.8,342.0,Europe/Warsaw,1933-06-01,2025-03-28,1999-03-16,2022-03-30,2005-01-01,2015-01-01,6744074.74865021
Helsinki-Malmi,FI,,02975,EFHF,60.25,25.05,17.0,Europe/Helsinki,1917-01-01,2025-03-20,1998-09-05,2017-03-05,2007-01-01,2016-01-01,6745072.581912844
Iquique / Diego Arac,CL,TA,85418,SCDA,-20.5333,-70.1833,52.0,America/Santiago,1973-01-01,2025-04-23,1973-01-21,2025-04-08,1967-01-01,2021-01-01,6745312.689329357
Liepaja,LV,LPR,26406,EVLA,56.4833,21.0167,7.0,Europe/Riga,1955-01-01,2025-04-23,1881-01-01,2025-03-15,1881-01-01,2022-01-01,6746980.853729294
Gdansk-Swibno,PL,PM,12155,,54.3333,18.9333,7.0,Europe/Warsaw,1982-09-01,2025-03-28,2013-01-05,2022-03-31,1982-01-01,2021-01-01,6747299.870287521
Monteagudo,BO,H,,SLAG,-19.827,-63.961,1120.0,America/La_Paz,1990-10-05,2025-01-28,,,,,6747866.424354179
Sniezka,PL,KR,12510,,50.7333,15.7333,1603.0,Europe/Warsaw,1952-01-01,2025-03-28,1999-03-16,2022-03-30,2005-01-01,2021-01-01,6748787.024830271
Legnica Bartoszow,PL,DO,12415,,51.2,16.2,122.0,Europe/Warsaw,1937-04-01,2025-03-28,1999-03-19,2022-03-30,2012-01-01,2020-01-01,6752743.031979185
Ajaccio,FR,H,07761,LFKJ,41.9167,8.8,6.0,Europe/Paris,1936-06-16,2025-04-23,1944-08-01,2025-04-09,1944-01-01,2022-01-01,6753115.856162379
Cap Sagro,FR,H,07791,,42.8,9.4833,111.0,Europe/Paris,1943-12-04,2025-01-13,1943-12-05,2022-03-29,1944-01-01,1944-01-01,6754551.240468332
Kayes,ML,KY,,GAKD,14.4817,-11.4047,48.0,Africa/Bamako,1949-04-03,2025-04-23,,,,,6754623.627537491
Recife Aeroporto,BR,PE,82899,SBRF,-8.0667,-34.85,19.0,America/Recife,1931-01-04,2025-04-23,1973-01-16,2022-04-25,2006-01-01,2022-01-01,6755224.0442860015
Boke,GN,BOK,61816,GUOK,10.9333,-14.3167,69.0,Africa/Conakry,1949-04-03,2025-04-10,1945-01-01,2025-01-13,1945-01-01,1996-01-01,6756824.111107029
Laghouat,DZ,LAG,60545,DAUL,33.7667,2.9333,765.0,Africa/Algiers,1949-01-08,2025-04-22,1888-01-01,2025-04-11,1888-01-01,2021-01-01,6757637.455670397
Aioun El Atrouss,MR,HG,61499,GQNA,16.7,-9.6,223.0,Africa/Bamako,1957-01-12,2023-07-26,1952-12-03,2018-01-03,1953-01-01,2014-01-01,6758163.325354806
Bejaia,DZ,BEJ,60402,DAAE,36.7167,5.0667,2.0,Africa/Algiers,1973-01-01,2025-04-23,1973-01-01,2025-04-11,1970-01-01,2021-01-01,6758866.16571897
Monte Cimone,IT,ER,16134,LIVC,44.2,10.7,2165.0,Europe/Rome,1965-02-01,2025-04-23,1951-01-01,2025-04-09,1951-01-01,2022-01-01,6765144.2111008605
Mikkeli,FI,,02947,EFMI,61.7333,27.3,138.0,Europe/Helsinki,1973-01-01,2025-04-23,1999-02-14,2022-04-25,2006-01-01,2022-01-01,6765786.069685116
Bom Jesus Da Lapa,BR,BA,83288,SBLP,-13.2667,-43.4167,440.0,America/Bahia,1973-01-01,2024-07-09,1917-11-01,2020-11-06,1917-01-01,2021-01-01,6766132.955699704
Bastia,FR,H,07790,LFKB,42.55,9.4833,8.0,Europe/Paris,1945-05-18,2025-04-23,1945-05-18,2025-04-09,1945-01-01,2022-01-01,6768042.553513219
Bou-Saada,DZ,MSI,60515,DAAD,35.3333,4.2,461.0,Africa/Algiers,1984-03-01,2025-04-22,1984-03-02,2025-04-12,1985-01-01,2021-01-01,6768948.802728302
Caslav,CZ,ST,11624,LKCV,49.9333,15.3833,242.0,Europe/Prague,1997-01-01,2025-04-23,1997-03-09,2022-04-25,2005-01-01,2022-01-01,6769508.44260503
Pisa / S. Giusto,IT,TC,16158,LIRP,43.6833,10.3833,2.0,Europe/Rome,1944-11-24,2025-04-23,1944-11-24,2025-04-10,1945-01-01,2022-01-01,6770748.096401368
Camiri,BO,S,85315,SLCA,-20.0,-63.5333,798.0,America/La_Paz,1946-01-17,2025-04-22,1973-01-30,2025-04-08,1956-01-01,2021-01-01,6774586.54188229
Palanga,LT,KP,26502,EYPA,55.9667,21.1,10.0,Europe/Vilnius,1959-01-01,2025-04-23,1959-01-01,2025-04-09,1998-01-01,2022-01-01,6779509.215439696
Padova,IT,VN,16095,LIPU,45.4,11.85,13.0,Europe/Rome,1973-01-01,2025-04-22,,,,,6780128.063653981
Capo Caccia,IT,SD,16522,LIEH,40.5667,8.1667,200.0,Europe/Rome,1975-07-17,2024-12-31,1975-09-01,2024-12-30,1975-01-01,2021-01-01,6780310.112067832
Tallin / Tallinn / Lennart Meri / Mõigu,EE,HA,,EETN,59.4133,24.8328,40.0,Europe/Tallinn,1953-02-16,2025-04-23,1997-02-25,2022-04-27,2008-01-01,2022-01-01,6781365.223382429
Treviso / Istrana,IT,VN,16098,LIPS,45.6833,12.1,45.0,Europe/Rome,1966-09-04,2025-04-23,1966-09-24,2025-04-10,1967-01-01,2022-01-01,6781955.937277138
Linz / Hörsching,AT,OO,11010,LOWL,48.2333,14.1833,298.0,Europe/Vienna,1934-10-01,2025-04-23,1946-07-27,2022-04-25,1946-01-01,2022-01-01,6783715.909713631
Elblag,PL,WM,12160,EPEL,54.1667,19.4333,40.0,Europe/Warsaw,1933-01-02,2025-04-23,1936-01-03,2025-04-10,1939-01-01,2022-01-01,6784690.336632921
Alghero,IT,SD,16520,LIEA,40.6333,8.2833,23.0,Europe/Rome,1957-07-01,2025-04-23,1973-05-09,2022-04-25,1978-01-01,2022-01-01,6785239.10328431
Grudziadz / Lisiek?ty,PL,KP,,EPGI,53.5244,18.8492,37.0,Europe/Warsaw,1934-03-29,2018-12-11,,,,,6785934.495687824
Kallbadagrund,FI,ES,02987,,59.9833,25.6,19.0,Europe/Helsinki,1982-10-01,2025-03-23,2005-07-31,2022-03-26,2010-01-01,2020-01-01,6786347.965919036
Pardubice,CZ,PA,11652,LKPD,50.0167,15.7333,225.0,Europe/Prague,1996-05-06,2025-04-23,1997-03-01,2022-04-25,2005-01-01,2022-01-01,6786994.01299137
Alistro / Bravonne,FR,H,07775,,42.2603,9.5411,65.0,Europe/Paris,2001-09-19,2025-01-24,2004-10-19,2022-03-29,2006-01-01,2021-01-01,6787891.041293146
Anadyr,RU,CHU,25563,UHMA,64.7833,177.5667,62.0,Asia/Anadyr,1933-12-01,2025-04-23,1898-08-14,2025-04-10,1898-01-01,2022-01-01,6788772.488683137
Bologna / Borgo Panigale,IT,ER,16140,LIPE,44.5333,11.3,36.0,Europe/Rome,1964-08-11,2025-04-23,1974-04-27,2022-04-25,2011-01-01,2022-01-01,6788932.899289757
Treviso / S. Angelo,IT,VN,16099,LIPH,45.65,12.1833,18.0,Europe/Rome,1966-09-01,2025-04-23,1973-01-02,2022-04-25,1987-01-01,2022-01-01,6789412.305737834
Ferrara,IT,ER,16138,LIPF,44.8333,11.6167,10.0,Europe/Rome,1973-01-01,2025-04-22,1988-07-05,1995-09-26,,,6794632.698442018
Puerto Suarez,BO,S,85289,SLPS,-18.9833,-57.8167,134.0,America/La_Paz,1942-06-01,2025-04-22,1958-05-01,2025-04-08,1980-01-01,2021-01-01,6795771.553370205
Solenzara,FR,H,07765,LFKS,41.9167,9.4,8.0,Europe/Paris,1973-01-01,2025-04-23,1999-03-24,2022-04-25,2009-01-01,2022-01-01,6796443.012161828
Utti,FI,,02966,EFUT,60.9,26.9333,100.0,Europe/Helsinki,1973-01-01,2025-04-23,1998-09-05,2022-04-25,2005-01-01,2022-01-01,6796842.339485153
Aviano,IT,FV,16036,LIPA,46.0333,12.6,128.0,Europe/Rome,1966-07-01,2025-04-22,1973-01-03,2022-04-24,,,6797013.7237943215
Torun,PL,KP,12250,EPTO,53.0333,18.5833,69.0,Europe/Warsaw,1934-03-31,2025-04-23,1999-03-16,2022-03-31,1954-01-01,2021-01-01,6797038.352654011
Figari,FR,H,07780,LFKF,41.5,9.1,26.0,Europe/Paris,1980-04-01,2025-04-23,2004-10-19,2022-04-25,2006-01-01,2022-01-01,6797485.555547024
Wroclaw Copernicus Airport,PL,DO,12424,EPWR,51.1,16.8833,120.0,Europe/Warsaw,1939-01-02,2025-04-23,1939-05-26,2025-03-28,1940-01-01,2022-01-01,6799873.501995643
Lencois,BR,BA,83242,,-12.5667,-41.3833,439.0,America/Bahia,1973-08-09,2024-12-15,1911-04-01,1999-03-10,1911-01-01,2021-01-01,6802155.984452791
Timimoun,DZ,ADR,60607,DAUT,29.25,0.2833,312.0,Africa/Algiers,1966-07-22,2025-04-23,1966-07-23,2025-04-12,1974-01-01,2021-01-01,6805157.65709588
Jijel Achouat,DZ,JIJ,60351,DAAV,36.8833,5.8167,2.0,Africa/Algiers,1981-11-01,2025-04-23,1981-11-01,2025-03-24,1981-01-01,2021-01-01,6807308.150012311
Venezia / Tessera,IT,VN,16105,LIPZ,45.5,12.3333,2.0,Europe/Rome,1961-03-01,2025-04-23,1973-01-14,2022-04-25,1949-01-01,2022-01-01,6807713.281283492
Pertusato,FR,H,07770,,41.3667,9.1833,105.0,Europe/Paris,1936-07-03,2025-02-21,2003-06-20,2022-03-28,2005-01-01,2021-01-01,6810824.147028092
La Chiappa,FR,H,07768,,41.6,9.3667,62.0,Europe/Paris,1936-06-15,2025-01-13,2019-11-28,2022-03-29,2020-01-01,2020-01-01,6811340.683292727
Anapolis Braz-Afb,BR,GO,83419,SBAN,-16.2333,-48.9667,1137.0,America/Sao_Paulo,1977-02-04,2025-04-23,1997-04-08,2022-04-25,2015-01-01,2021-01-01,6811356.342651041
Joensuu,FI,,02929,EFJO,62.6667,29.6333,119.0,Europe/Helsinki,1952-01-01,2025-04-23,1955-03-06,2025-04-08,1959-01-01,2022-01-01,6814310.3247166
Corumba,BR,MS,83552,SBCR,-19.0833,-57.5,130.0,America/Campo_Grande,1931-01-01,2025-04-22,1968-08-19,2023-10-06,1949-01-01,2021-01-01,6815261.604673536
Setif,DZ,BBA,60445,DAAS,36.1833,5.4167,1038.0,Africa/Algiers,1949-01-15,2025-04-23,1957-07-08,2025-04-12,1980-01-01,2022-01-01,6815780.991515801
Brasilia Aeroporto,BR,DF,83378,SBBR,-15.8667,-47.9333,1061.0,America/Sao_Paulo,1961-01-01,2025-04-23,1961-01-02,2022-04-25,1961-01-01,2022-01-01,6817275.718247378
Kaliningrad,RU,KGD,26702,UMKK,54.7167,20.55,27.0,Europe/Kaliningrad,1928-01-01,2025-04-23,1931-01-01,2022-04-25,1931-01-01,2022-01-01,6817637.886260438
Cipo,BR,BA,83192,,-11.0833,-38.5,145.0,America/Bahia,1989-11-17,2024-12-15,1945-01-01,1999-12-31,1945-01-01,1999-01-01,6818029.235240058
Aigen im Ennstal,AT,ST,11157,LOXA,47.5333,14.1333,638.0,Europe/Vienna,1938-01-03,2025-04-23,2002-10-15,2022-04-24,2016-01-01,2022-01-01,6818124.736315329
Kedougou,SN,TA,61699,GOTK,12.5667,-12.2167,178.0,Africa/Dakar,1973-01-02,2025-04-23,1973-01-02,2025-04-12,1967-01-01,2021-01-01,6818259.209994078
Klodzko,PL,DO,12520,,50.4333,16.6167,356.0,Europe/Warsaw,1952-01-02,2025-03-28,1999-03-19,2022-03-30,1951-01-01,2021-01-01,6819513.208551155
Firenze / Peretola,IT,TC,16170,LIRQ,43.8,11.2,40.0,Europe/Rome,1931-01-02,2025-04-23,1976-05-11,2022-04-25,2016-01-01,2022-01-01,6821723.265214454
Monte Calamita / Pareti,IT,TC,,LIRX,42.73,10.38,297.0,Europe/Rome,1973-01-01,2025-04-23,1991-04-04,1994-12-24,,,6822244.185815843
Savonlinna,FI,,02948,EFSA,61.95,28.95,95.0,Europe/Helsinki,1984-08-13,2025-04-23,1999-01-16,2022-04-25,2005-01-01,2022-01-01,6826937.540677739
Udine / Rivolto,IT,FV,16045,LIPI,45.9833,13.0333,51.0,Europe/Rome,1958-04-14,2025-04-23,1958-04-14,2025-04-10,1973-01-01,2022-01-01,6828955.5177890025
Rankki,FI,ES,02976,,60.3667,26.9667,11.0,Europe/Helsinki,1952-01-01,2025-03-23,2013-06-07,2022-03-26,2014-01-01,2020-01-01,6829179.451575411
Maceio Aeroporto,BR,AL,82993,SBMO,-9.5167,-35.7833,117.0,America/Maceio,1973-01-01,2025-04-23,1912-10-01,2025-04-08,1912-01-01,2022-01-01,6831115.345720037
Tarvisio,IT,FV,16040,LIVO,46.5,13.5833,777.0,Europe/Rome,1965-01-29,2024-12-05,,,,,6837769.887750242
Kalisz,PL,WP,12435,,51.7333,18.0833,140.0,Europe/Warsaw,1952-01-01,2025-04-23,1999-03-16,2022-03-31,2012-01-01,2021-01-01,6838136.463871672
Adrar,DZ,ADR,60620,DAUA,27.8833,-0.2833,263.0,Africa/Algiers,1949-01-30,2025-04-23,1965-09-13,2025-04-12,1966-01-01,2021-01-01,6839843.037508694
Goiania Aeroporto,BR,GO,83424,SBGO,-16.6333,-49.2167,747.0,America/Sao_Paulo,1973-01-01,2025-04-23,1990-02-22,2022-04-24,2009-01-01,2022-01-01,6842192.215753348
Goiania,BR,GO,83423,,-16.6667,-49.25,741.0,America/Sao_Paulo,1938-05-10,2024-12-15,1990-02-14,1997-03-28,1969-01-01,2021-01-01,6844272.478804945
Lappeenranta,FI,,02958,EFLP,61.0333,28.1333,106.0,Europe/Helsinki,1973-01-01,2025-04-23,1959-01-01,2025-04-08,1959-01-01,2022-01-01,6844278.753369734
Ratece,SI,,14007,,46.5,13.7167,864.0,Europe/Ljubljana,1996-01-01,2025-03-29,2016-05-24,2022-04-01,,,6846672.059288611
Kolo,PL,WP,12345,,52.2,18.6667,115.0,Europe/Warsaw,1952-04-01,2025-03-28,1999-03-16,2022-03-30,2012-01-01,2020-01-01,6847364.66377857
Capo Frasca,IT,SD,16539,LIEF,39.75,8.4667,89.0,Europe/Rome,1966-01-04,2025-04-01,,,,,6847463.323200654
Keniskhvin,RU,CHU,25552,UHMP,67.5,171.0,3.0,Asia/Anadyr,1955-03-05,2025-04-01,,,,,6856204.860204787
Namest Nad Oslavou,CZ,VY,11692,LKNA,49.1667,16.1333,472.0,Europe/Prague,1996-05-06,2025-04-23,1997-03-02,2022-04-25,2007-01-01,2022-01-01,6858210.730549626
Forli,IT,ER,16147,LIPK,44.2,12.0667,27.0,Europe/Rome,1973-01-01,2025-04-22,1973-01-24,2012-05-05,,,6860218.615006921
Olbia / Costa Smeralda,IT,SD,16531,LIEO,40.9,9.5167,11.0,Europe/Rome,1969-11-17,2025-04-23,1974-05-04,2022-04-25,2011-01-01,2022-01-01,6860795.974920429
Kredarica,SI,,14008,,46.3833,13.85,2514.0,Europe/Ljubljana,1996-02-01,2025-03-29,1954-12-31,2025-04-10,1955-01-01,2022-01-01,6861943.519721201
Olsztyn,PL,WM,12272,,53.7667,20.4167,133.0,Europe/Warsaw,1935-01-01,2025-03-28,1999-03-21,2022-03-30,2012-01-01,2021-01-01,6862582.286384528
Punta Marina,IT,ER,16146,LIVM,44.45,12.3,2.0,Europe/Rome,1966-01-04,2025-04-23,2019-08-23,2022-04-23,2020-01-01,2021-01-01,6862637.183068184
Vogel,SI,,14006,,46.2667,13.8333,1535.0,Europe/Ljubljana,1996-01-01,2025-03-29,2018-08-17,2022-04-01,,,6867214.231962157
Ronchi Dei Legionari,IT,FV,16108,LIPQ,45.8167,13.4833,12.0,Europe/Rome,1973-01-01,2025-04-23,1974-04-27,2022-04-25,2017-01-01,2022-01-01,6868386.8082000455
Langenlois,AT,NO,11075,LOAG,48.4667,15.7,210.0,Europe/Vienna,1990-12-01,2025-03-28,1997-07-31,2022-03-30,2016-01-01,2019-01-01,6868936.227890829
Ilomantsi,FI,,02919,,62.6833,30.95,162.0,Europe/Helsinki,1973-01-01,2025-03-23,2013-08-06,2022-03-26,2013-01-01,2020-01-01,6869796.595463157
Grosseto,IT,TC,16206,LIRS,42.75,11.0667,5.0,Europe/Rome,1944-12-11,2025-04-23,1944-12-11,2025-04-10,1964-01-01,2022-01-01,6869907.999648822
Nova Gorica,SI,,14106,,45.9,13.6333,55.0,Europe/Ljubljana,1996-01-01,2025-03-29,2014-07-02,2022-04-01,2016-01-01,2017-01-01,6873917.152801768
Cervia,IT,ER,16148,LIPC,44.2167,12.3,6.0,Europe/Rome,1973-01-01,2025-04-23,1973-01-01,2025-02-19,1973-01-01,2022-01-01,6875463.864479994
Zeltweg,AT,ST,11165,LOXZ,47.2,14.75,677.0,Europe/Vienna,1938-06-01,2025-04-22,2003-04-05,2022-04-25,2020-01-01,2022-01-01,6876773.607846389
Nioro Du Sahel,ML,KY,61230,GANR,15.2333,-9.35,235.0,Africa/Bamako,1949-04-06,2025-04-23,1960-03-05,2025-04-12,1961-01-01,2022-01-01,6878075.891159327
Klagenfurt,AT,KA,11231,LOWK,46.65,14.3333,448.0,Europe/Vienna,1931-01-07,2025-04-23,1952-01-01,2025-04-06,1949-01-01,2022-01-01,6879482.937555679
Riga,LV,RGA,26422,UMRR,56.9667,24.05,7.0,Europe/Riga,1928-01-02,2025-04-23,1943-01-01,2008-12-31,1943-01-01,2012-01-01,6880415.067673167
Kenieba,ML,KY,61285,GAKA,12.85,-11.2333,132.0,Africa/Bamako,1949-04-16,2025-04-11,1960-03-05,2025-04-12,1961-01-01,2022-01-01,6881679.366212527
Caetite,BR,BA,83339,,-14.05,-42.6167,882.0,America/Bahia,1931-01-05,2019-08-01,1911-05-01,1976-11-30,1911-01-01,1979-01-01,6883427.668792158
Vojsko,SI,,14009,,46.0333,13.9,1067.0,Europe/Ljubljana,1996-01-02,2025-03-29,,,,,6884503.2788860835
Lesce,SI,,14010,,46.3667,14.1833,515.0,Europe/Ljubljana,1996-01-01,2025-03-29,2016-05-24,2022-04-01,2016-01-01,2016-01-01,6885091.444693196
Arezzo,IT,TC,16172,LIQB,43.4667,11.85,248.0,Europe/Rome,1978-09-14,2025-03-31,1990-03-16,2022-04-03,2016-01-01,2017-01-01,6885510.5040254025
Aracaju,BR,SE,83096,,-10.9167,-37.05,5.0,America/Noronha,1931-01-04,2020-12-31,1912-02-01,2002-06-09,1912-01-01,2020-01-01,6886058.1083715195
Plock,PL,MZ,12360,EPPL,52.5833,19.7333,106.0,Europe/Warsaw,1935-01-01,2025-03-28,1999-03-16,2022-03-30,2012-01-01,2021-01-01,6888962.301540593
Opole,PL,OP,12530,,50.6667,17.9667,176.0,Europe/Warsaw,1973-01-01,2025-04-23,1999-03-17,2022-03-31,2012-01-01,2021-01-01,6889742.094567446
Portoroz,SI,,13105,LJPZ,45.5167,13.5667,95.0,Europe/Ljubljana,1996-01-01,2025-04-23,2005-01-02,2022-04-25,2005-01-01,2022-01-01,6890520.856848968
Aracaju Aeroporto,BR,SE,83095,SBAR,-10.9833,-37.0667,8.0,America/Noronha,1983-04-01,2025-04-23,1990-02-10,2022-04-25,2008-01-01,2022-01-01,6891332.097723858
Skikda,DZ,SKI,60355,DABP,36.9333,6.95,7.0,Africa/Algiers,1957-02-06,2025-04-10,1957-12-31,2025-04-12,1966-01-01,2022-01-01,6891353.074938878
Pula Aerodrome,HR,,14307,LDPL,45.9,13.9167,63.0,Europe/Zagreb,1996-02-01,2025-04-23,1997-09-14,2022-04-25,2006-01-01,2022-01-01,6892971.276311035
Brno / Turany,CZ,JM,11723,LKTB,49.15,16.7,241.0,Europe/Prague,1939-03-20,2025-04-23,1939-04-01,2025-04-10,1939-01-01,2022-01-01,6894947.080103835
Trieste,IT,FV,16101,,45.65,13.75,8.0,Europe/Rome,1996-12-05,2024-10-09,2005-07-30,2022-04-03,2017-01-01,2019-01-01,6895547.6223204145
Trieste,IT,FV,16110,LIVT,45.65,13.75,8.0,Europe/Rome,1932-10-20,2025-04-23,1965-04-28,2025-03-25,1960-01-01,2021-01-01,6895547.6223204145
Wielun,PL,LO,12455,,51.2167,18.5667,200.0,Europe/Warsaw,1939-12-01,2025-03-28,1999-03-19,2022-03-30,2012-01-01,2021-01-01,6895679.836053299
Mlawa,PL,MZ,12270,,53.1,20.35,147.0,Europe/Warsaw,1934-03-31,2025-04-23,1999-03-16,2022-03-31,2012-01-01,2019-01-01,6895927.210884566
Monte Argentario,IT,TC,16168,LIQO,42.3833,11.1667,630.0,Europe/Rome,1973-01-01,2025-04-23,1989-12-16,2022-04-24,2007-01-01,2022-01-01,6897315.934284433
Labe,GN,LAB,61809,GULB,11.3167,-12.3,1025.0,Africa/Conakry,1949-04-05,2025-04-11,1945-01-01,2025-04-12,1945-01-01,1997-01-01,6899017.845944073
Ketrzyn,PL,WM,12185,EPKE,54.0667,21.3667,108.0,Europe/Warsaw,1952-01-01,2025-03-28,2004-04-02,2022-03-30,2013-01-01,2021-01-01,6899577.219292229
Constantine,DZ,CON,60419,DABC,36.2833,6.6167,694.0,Africa/Algiers,1943-03-01,2025-04-23,1943-03-01,2025-04-12,1943-01-01,2022-01-01,6902730.177942343
Arinos,BR,MG,83384,,-15.9,-46.05,519.0,America/Sao_Paulo,1989-11-17,2024-12-14,1962-10-01,1972-12-31,1962-01-01,1972-01-01,6903462.412589855
Tulln,AT,NO,11030,LOXT,48.3167,16.1167,175.0,Europe/Vienna,1940-03-11,2025-04-22,1946-05-01,2022-04-22,1946-01-01,2017-01-01,6903926.086548
Decimomannu,IT,SD,16546,LIED,39.35,8.9667,29.0,Europe/Rome,1966-09-23,2025-04-23,1966-09-23,2025-04-10,1966-01-01,2022-01-01,6906878.958630399
Rimini,IT,ER,16149,LIPR,44.0333,12.6167,12.0,Europe/Rome,1945-04-08,2025-04-23,1945-04-08,2025-04-10,1967-01-01,2022-01-01,6907535.323755992
Ghardaia,DZ,GHA,60566,DAUG,32.3833,3.8167,450.0,Africa/Algiers,1959-04-16,2025-04-23,1965-10-01,2025-04-11,1967-01-01,2021-01-01,6907719.262181229
Rio Verde,BR,GO,83470,,-17.9167,-50.9167,727.0,America/Sao_Paulo,1974-07-20,2024-12-15,,,,,6908228.7802030705
Radicofani,IT,TC,16204,LIQR,42.9,11.7667,816.0,Europe/Rome,1973-01-01,2020-02-28,,,,,6911087.355652262
Batna,DZ,BAT,60468,DABT,35.55,6.1833,1052.0,Africa/Algiers,1973-01-01,2025-04-23,1973-04-03,2025-04-12,1975-01-01,2021-01-01,6911137.672296497
Katarina,SI,,14012,,46.1,14.3667,685.0,Europe/Ljubljana,1996-01-01,2025-03-29,2018-08-17,2022-04-01,2021-01-01,2021-01-01,6912066.626440985
Villamontes,BO,T,85345,SLVM,-21.25,-63.45,398.0,America/La_Paz,1980-05-01,2025-04-22,1980-05-01,2025-04-08,1980-01-01,2021-01-01,6912928.168226399
Conakry / Gbessia,GN,CNK,61832,GUCY,9.5667,-13.6167,26.0,Africa/Conakry,1949-04-01,2025-04-23,1940-01-01,2025-04-12,1940-01-01,2020-01-01,6913315.2836246565
Ljubljana / Brnik,SI,,14014,LJLJ,46.2167,14.4833,385.0,Europe/Ljubljana,1996-02-01,2025-04-23,2006-01-04,2022-04-25,2006-01-01,2022-01-01,6913382.402581581
Biskra,DZ,BIS,60525,DAUB,34.8,5.7333,87.0,Africa/Algiers,1943-02-01,2025-04-23,1880-01-01,2025-04-12,1880-01-01,2021-01-01,6919179.354749177
Postojna,SI,,14112,,45.7667,14.2,533.0,Europe/Ljubljana,1996-01-01,2025-03-29,2014-07-02,2022-04-01,2015-01-01,2016-01-01,6919385.671954961
Cagliari / Elmas,IT,SD,16560,LIEE,39.25,9.0667,4.0,Europe/Rome,1943-11-01,2025-04-23,1943-11-01,2025-04-10,1943-01-01,2022-01-01,6919928.829220976
Perdasdefogu,IT,SD,16541,LIEP,39.6667,9.4333,608.0,Europe/Rome,1973-01-01,2025-04-01,,,,,6923586.115651594
Ljubljana / Bezigrad,SI,,14015,,46.0667,14.5167,299.0,Europe/Ljubljana,1996-01-01,2025-03-29,1899-12-31,2025-04-10,1900-01-01,2022-01-01,6923939.382174108
Tarija,BO,T,85364,SLTJ,-21.55,-64.7,1854.0,America/La_Paz,1944-04-01,2025-04-23,1973-06-13,2025-04-08,1966-01-01,2021-01-01,6924240.633187084
Mikolajki,PL,WM,12280,EPMJ,53.7833,21.5833,127.0,Europe/Warsaw,1962-11-05,2025-04-23,1999-03-21,2022-03-31,2012-01-01,2021-01-01,6927815.568113363
Capo Bellavista,IT,SD,16550,LIEB,39.9333,9.7167,138.0,Europe/Rome,1966-01-04,2024-12-31,1951-01-01,2024-12-29,1951-01-01,2021-01-01,6929448.057556653
Pazin,HR,IS,14308,,45.2333,13.9333,291.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,6931053.737866521
Graz Airport,AT,ST,11240,LOWG,47.0,15.4333,340.0,Europe/Vienna,1934-02-01,2025-04-23,1894-01-01,2025-04-10,1894-01-01,2022-01-01,6932703.124439422
